,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,place_id,current_popularity,popular_times,rating,rating_n,populartimes,time_spent
629,Tienda de fabrica outlet,DISEÑOS DELTA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,VENUSTIANO CARRANZA,459.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IDURAN@GRUPOBAMEX.COM,,Fijo,-100.33237822,25.67480333,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
630,Tienda de jugetes,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,472.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31583824,25.67249019,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
631,Tienda de mochilas,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,JUAN IGNACIO RAMON,,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31732911,25.67151421,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
632,Tienda de mochilas nefi,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,REFORMA,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3161271,25.68517689,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
633,Tienda de novedades,TIENDA DE ROPA LA CAMPEONA ,Comercio al por menor de calzado,0 a 5 personas,CALLE,JULIAN VILLAGRAN,1109.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32170222,25.68595974,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
634,Tienda de rpa sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE MARIA ARTEAGA,0.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31577781,25.68333322,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
635,Tienda de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,748.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31371276,25.68208639,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
636,Tienda de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,466.0,3.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31583384,25.67253034,PASAJE Y ANDADOR COMERCIAL,SAN JOSE,3,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
637,Tienda de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,315.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31836356,25.67237162,,,,Monterrey,C,42.2707,6098.849922,1578,282,,,,,,,
638,Tienda de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8113842849.0,,,Fijo,-100.31563292,25.66648748,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
639,Tienda de ropa bolsos,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,,385.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31590919,25.67880087,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
640,Tienda de ropa d maria,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31558028,25.68208258,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
641,Tienda de ropa de mujer,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,CARLOS SALAZAR,353.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31611122,25.68260696,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
642,Tienda de ropa deportiva,,Comercio al por menor de artículos y aparatos deportivos,0 a 5 personas,CALLE,REFORMA,451.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31674044,25.68524094,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
643,Tienda de ropa franco,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,714.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8128692162.0,,,Fijo,-100.31554891,25.68230622,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
644,Tienda de ropa infantil,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,CARLOS SALAZAR,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31583871,25.68249891,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
645,Tienda de ropa infantil pekes,,Comercio al por menor de ropa de bebé,0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,563.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31498757,25.6712317,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
646,Tienda de ropa jollpat,EMPRESAS AREVALO GARZA SA DE CV,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,15 DE MAYO,469.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,RAUL.GONZALEZ@COMETAX.COM,,Fijo,-100.35511643,25.68248111,CENTRO Y PLAZA COMERCIAL,GALERIAS MONTERREY,740,Monterrey,,42.2707,6098.849922,1578,276,ChIJMfje6yC-YoYRPfUG1eh6W4o,,,4.4,24.0,,
647,Tienda de ropa koqueta,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,706.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31561411,25.68184146,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
648,Tienda de ropa kueros,DARK LEATHER SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8114766418.0,,,Fijo,-100.31508961,25.66852024,EDIFICIO COMERCIAL Y DE SERVICIOS,SHOPTOWN INTER PLAZA,118,Monterrey,C,42.2707,6098.849922,1578,282,,,,,,,
649,Tienda de ropa kumo,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183729171.0,,,Fijo,-100.31360133,25.68291229,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
650,Tienda de ropa la princesa de la moda,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,1120.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31511185,25.68543807,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
651,Tienda de ropa los tres garcia,,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALZADA,FRANCISCO I. MADERO,437.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31683307,25.68441165,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
652,Tienda de ropa marisol,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN NEPOMUCENO MENDEZ,840.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31542057,25.68322092,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
653,Tienda de ropa para caballero,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,REFORMA,437.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8117754298.0,,,Fijo,-100.31635651,25.68520085,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
654,Tienda de ropa para dama,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,COLEGIO CIVIL,246.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8115616094.0,,,Fijo,-100.31555094,25.67485377,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
655,Tienda de ropa para dama,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,57,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
656,Tienda de ropa para dama sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,REFORMA,451.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3167398,25.68524087,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
657,Tienda de ropa para dama y caballero sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE GARIBALDI,477.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31705576,25.67264308,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
658,Tienda de ropa para hombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,77,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
659,Tienda de ropa ramtor,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JUAN IGNACIO RAMON,1407.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8118898215.0,,,Fijo,-100.30135958,25.66974295,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
660,Tienda de ropa real textil,,Comercio al por menor de bisutería y accesorios de vestir,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31721426,25.68484293,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
661,Tienda de ropa sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,REFORMA,202.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3146529,25.68492807,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
662,Tienda de ropa sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,950.0,4.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31352694,25.68347323,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
663,Tienda de ropa sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8121962386.0,,,Fijo,-100.3137065,25.68213489,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
664,Tienda de ropa sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,351.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,351-352,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
665,Tienda de ropa susana,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,CARLOS SALAZAR,351.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31597044,25.68259226,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
666,Tienda de sotano,DISEÑOS DELTA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,5 DE MAYO,1426.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IDURON@GRUPOBAMEX.COM,,Fijo,-100.3317917,25.67545505,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
667,Tienda de souvenirs de comics sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,25,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
668,Tienda de venta de cintos,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,315,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
669,Tienda ropa infantil cri cri,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,HERMENEGILDO GALEANA,925.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31395892,25.66725414,,,,Monterrey,C,42.2707,6098.849922,1578,189,ChIJXSRTBS--YoYRPY3X5BnlCCw,,,4.1,50.0,,
670,Tiendas alka sa de cv monterrey,TIENDAS ALKA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,480.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.TIENDASOPTIMA.COM,Fijo,-100.31505346,25.67240463,,,,Monterrey,C,42.2707,6098.849922,1578,276,,,,,,,
671,Tiendas alka sa de cv monterrey ii,TIENDAS ALKA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,645.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.TIENDASOPTIMA.COM,Fijo,-100.315162,25.66985848,,,,Monterrey,C,42.2707,6098.849922,1578,276,ChIJgcc_ji6-YoYR6gixJNWmPfY,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 5, 'Usually not busy', '', '9 AM'], [10, 12, 'Usually not busy', '', '10 AM'], [11, 22, 'Usually not too busy', '', '11 AM'], [12, 31, 'Usually not too busy', '', '12 PM'], [13, 35, 'Usually not too busy', '', '1 PM'], [14, 38, 'Usually not too busy', '', '2 PM'], [15, 38, 'Usually not too busy', '', '3 PM'], [16, 35, 'Usually not too busy', '', '4 PM'], [17, 31, 'Usually not too busy', '', '5 PM'], [18, 22, 'Usually not too busy', '', '6 PM'], [19, 14, 'Usually not busy', '', '7 PM'], [20, 5, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 8, 'Usually not busy', '', '9 AM'], [10, 24, 'Usually not too busy', '', '10 AM'], [11, 41, 'Usually not too busy', '', '11 AM'], [12, 51, 'Usually a little busy', '', '12 PM'], [13, 50, 'Usually not too busy', '', '1 PM'], [14, 45, 'Usually not too busy', '', '2 PM'], [15, 47, 'Usually not too busy', '', '3 PM'], [16, 50, 'Usually not too busy', '', '4 PM'], [17, 50, 'Usually not too busy', '', '5 PM'], [18, 50, 'Usually not too busy', '', '6 PM'], [19, 48, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 14, 'Usually not busy', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 58, 'Usually a little busy', '', '11 AM'], [12, 67, 'Usually a little busy', '', '12 PM'], [13, 61, 'Usually a little busy', '', '1 PM'], [14, 55, 'Usually a little busy', '', '2 PM'], [15, 61, 'Usually a little busy', '', '3 PM'], [16, 68, 'Usually a little busy', '', '4 PM'], [17, 64, 'Usually a little busy', '', '5 PM'], [18, 55, 'Usually a little busy', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 15, 'Usually not busy', '', '9 AM'], [10, 37, 'Usually not too busy', '', '10 AM'], [11, 60, 'Usually a little busy', '', '11 AM'], [12, 71, 'Usually a little busy', '', '12 PM'], [13, 68, 'Usually a little busy', '', '1 PM'], [14, 64, 'Usually a little busy', '', '2 PM'], [15, 65, 'Usually a little busy', '', '3 PM'], [16, 70, 'Usually a little busy', '', '4 PM'], [17, 68, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 44, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 18, 'Usually not busy', '', '9 AM'], [10, 31, 'Usually not too busy', '', '10 AM'], [11, 47, 'Usually not too busy', '', '11 AM'], [12, 58, 'Usually a little busy', '', '12 PM'], [13, 62, 'Usually a little busy', '', '1 PM'], [14, 58, 'Usually a little busy', '', '2 PM'], [15, 51, 'Usually a little busy', '', '3 PM'], [16, 50, 'Usually not too busy', '', '4 PM'], [17, 57, 'Usually a little busy', '', '5 PM'], [18, 62, 'Usually a little busy', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 14, 'Usually not busy', '', '9 AM'], [10, 27, 'Usually not too busy', '', '10 AM'], [11, 42, 'Usually not too busy', '', '11 AM'], [12, 57, 'Usually a little busy', '', '12 PM'], [13, 64, 'Usually a little busy', '', '1 PM'], [14, 67, 'Usually a little busy', '', '2 PM'], [15, 68, 'Usually a little busy', '', '3 PM'], [16, 68, 'Usually a little busy', '', '4 PM'], [17, 65, 'Usually a little busy', '', '5 PM'], [18, 55, 'Usually a little busy', '', '6 PM'], [19, 40, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 17, 'Usually not busy', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 51, 'Usually a little busy', '', '11 AM'], [12, 60, 'Usually a little busy', '', '12 PM'], [13, 62, 'Usually a little busy', '', '1 PM'], [14, 71, 'Usually a little busy', '', '2 PM'], [15, 87, 'Usually as busy as it gets', '', '3 PM'], [16, 100, 'Usually as busy as it gets', '', '4 PM'], [17, 98, 'Usually as busy as it gets', '', '5 PM'], [18, 77, 'Usually a little busy', '', '6 PM'], [19, 50, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]",4.3,49.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 41, 51, 50, 45, 47, 50, 50, 50, 48, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 58, 67, 61, 55, 61, 68, 64, 55, 55, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 37, 60, 71, 68, 64, 65, 70, 68, 60, 44, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 31, 47, 58, 62, 58, 51, 50, 57, 62, 55, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 42, 57, 64, 67, 68, 68, 65, 55, 40, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 51, 60, 62, 71, 87, 100, 98, 77, 50, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 22, 31, 35, 38, 38, 35, 31, 22, 14, 5, 0, 0, 0]}]",
672,Tiendas alka sa de cv monterrey morelos,TIENDAS ALKA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,PEATONAL,José María Morelos y Pavón,0.0,0.0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.TIENDASOPTIMA.COM,Fijo,-100.31163099,25.66710954,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
673,Tiendas del norte,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALZADA,FRANCISCO I. MADERO,358.0,0.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183750404.0,TIENDASDELNORTE@HOTMAIL.COM,,Fijo,-100.31597648,25.68409347,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
674,Tiendas eleczion,GRUPO ELECZION S DE RL DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,José María Morelos y Pavón,117.0,0.0,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IMPUESTOS@WALDOS.COM,WWW.ELECZION.COM,Fijo,-100.3158327,25.66778432,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
675,Tiendas eleczion,GRUPO ELECZION S DE RL DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,Licenciado Benito Juárez,259.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IMPUESTOS@WALDOS.COM,WWW.ELECZION.COM,Fijo,-100.31451141,25.67478907,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
676,Tiendas eleczion,GRUPO ELECZION S DE RL DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,Colegio Civil,436.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IMPUESTOS@WALDOS.COM,WWW.ELECZION.COM,Fijo,-100.31577647,25.67305359,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
677,Tiendas eleczion,GRUPO ELECZION S DE RL DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,José María Morelos y Pavón,161.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IMPUESTOS@WALDOS.COM,WWW.ELECZION.COM,Fijo,-100.31681883,25.66786453,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
678,Tiendas eleczion,GRUPO ELECZION S DE RL DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,LICENCIADO BENITO JUÁREZ,343.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,IMPUESTOS@WALDOS.COM,WWW.ELECZION.COM,Fijo,-100.31462467,25.67395293,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
679,Tiendas fiso,TIENDAS FISO ,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE MARIA ARTEAGA,348.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31593693,25.6833508,,,,Monterrey,,42.2707,6098.849922,1578,276,ChIJDYBLgYWVYoYR2cqTS1fnTIo,,,4.2,13.0,,
680,Tiendas vertiche,COMERCIAL IAC SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,PEATONAL,JOSÉ MARÍA MORELOS Y PAVÓN,154.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,T-196@VERTICHE.COM.MX,WWW.VERTICHE.COM.MX,Fijo,-100.31650202,25.66772535,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,,,
681,Tommy hilfiger fiesta anahuac monterrey,BASECO SAPI DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,MANUEL L BARRAGAN,1.0,,ANAHUAC,66457,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,WWW.GRUPOAXO.COM,Fijo,-100.31241466,25.74286198,CENTRO Y PLAZA COMERCIAL,FIESTA ANAHUAC MONTERREY,"L 1004, 1044",San Nicolas De Los Garza,A,41.2272,4569.30629,313,4,,,,,,,
