,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,rating,rating_n,populartimes,time_spent,place_id,current_popularity,popular_times
580,Rubens,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31394353,25.68037658,,,,Monterrey,B,42.2707,6098.849922,1578,189,4.1,173.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 79, 96, 100, 93, 88, 85, 76, 53, 27, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 71, 81, 82, 80, 79, 77, 69, 51, 30, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 74, 74, 80, 94, 93, 72, 80, 98, 39, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 75, 85, 80, 72, 68, 62, 50, 32, 17, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 64, 74, 76, 76, 77, 76, 65, 46, 25, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 78, 87, 87, 82, 77, 73, 65, 50, 30, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 38, 54, 61, 53, 35, 18, 17, 0, 0, 0, 0, 0]}]","[25, 25]",ChIJP90feYaVYoYRs6gg_m6abus,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 8, 'Usually not busy', '', '10 AM'], [11, 21, 'Usually not too busy', '', '11 AM'], [12, 38, 'Usually not too busy', '', '12 PM'], [13, 54, 'Usually a little busy', '', '1 PM'], [14, 61, 'Usually a little busy', '', '2 PM'], [15, 53, 'Usually a little busy', '', '3 PM'], [16, 35, 'Usually not too busy', '', '4 PM'], [17, 18, 'Usually not busy', '', '5 PM'], [18, 17, 'Usually not busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 52, 'Usually a little busy', '', '10 AM'], [11, 79, 'Usually a little busy', '', '11 AM'], [12, 96, 'Usually as busy as it gets', '', '12 PM'], [13, 100, 'Usually as busy as it gets', '', '1 PM'], [14, 93, 'Usually as busy as it gets', '', '2 PM'], [15, 88, 'Usually as busy as it gets', '', '3 PM'], [16, 85, 'Usually as busy as it gets', '', '4 PM'], [17, 76, 'Usually a little busy', '', '5 PM'], [18, 53, 'Usually a little busy', '', '6 PM'], [19, 27, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 52, 'Usually a little busy', '', '10 AM'], [11, 71, 'Usually a little busy', '', '11 AM'], [12, 81, 'Usually as busy as it gets', '', '12 PM'], [13, 82, 'Usually as busy as it gets', '', '1 PM'], [14, 80, 'Usually as busy as it gets', '', '2 PM'], [15, 79, 'Usually a little busy', '', '3 PM'], [16, 77, 'Usually a little busy', '', '4 PM'], [17, 69, 'Usually a little busy', '', '5 PM'], [18, 51, 'Usually a little busy', '', '6 PM'], [19, 30, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 59, 'Usually a little busy', '', '10 AM'], [11, 74, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 80, 'Usually as busy as it gets', '', '1 PM'], [14, 94, 'Usually as busy as it gets', '', '2 PM'], [15, 93, 'Usually as busy as it gets', '', '3 PM'], [16, 72, 'Usually a little busy', '', '4 PM'], [17, 80, 'Usually as busy as it gets', '', '5 PM'], [18, 98, 'Usually as busy as it gets', '', '6 PM'], [19, 39, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 50, 'Usually a little busy', '', '10 AM'], [11, 75, 'Usually a little busy', '', '11 AM'], [12, 85, 'Usually as busy as it gets', '', '12 PM'], [13, 80, 'Usually as busy as it gets', '', '1 PM'], [14, 72, 'Usually a little busy', '', '2 PM'], [15, 68, 'Usually a little busy', '', '3 PM'], [16, 62, 'Usually a little busy', '', '4 PM'], [17, 50, 'Usually a little busy', '', '5 PM'], [18, 32, 'Usually not too busy', '', '6 PM'], [19, 17, 'Usually not busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 47, 'Usually not too busy', '', '10 AM'], [11, 64, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 76, 'Usually a little busy', '', '1 PM'], [14, 76, 'Usually a little busy', '', '2 PM'], [15, 77, 'Usually a little busy', '', '3 PM'], [16, 76, 'Usually a little busy', '', '4 PM'], [17, 65, 'Usually a little busy', '', '5 PM'], [18, 46, 'Usually not too busy', '', '6 PM'], [19, 25, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 61, 'Usually a little busy', '', '10 AM'], [11, 78, 'Usually a little busy', '', '11 AM'], [12, 87, 'Usually as busy as it gets', '', '12 PM'], [13, 87, 'Usually as busy as it gets', '', '1 PM'], [14, 82, 'Usually as busy as it gets', '', '2 PM'], [15, 77, 'Usually a little busy', '', '3 PM'], [16, 73, 'Usually a little busy', '', '4 PM'], [17, 65, 'Usually a little busy', '', '5 PM'], [18, 50, 'Usually a little busy', '', '6 PM'], [19, 30, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
581,Rubens,,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,MARIANO MATAMOROS,139.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31598442,25.669873,,,,Monterrey,B,42.2707,6098.849922,1578,271,,,,,,,
582,Rvainzs jeans,CONFECCIONES NEJAMA DE TEHUACAN SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,208.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31464893,25.67520164,,,,Monterrey,,42.2707,6098.849922,1578,282,1.0,1.0,,,ChIJq6r3z8r-0YURRttcN0HDx_o,,
583,Saide,,Comercio al por menor de ropa de bebé,0 a 5 personas,PEATONAL,JOSE MARIA MORELOS Y PAVON,221.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183476237.0,,,Fijo,-100.31425445,25.66760395,,,,Monterrey,C,42.2707,6098.849922,1578,282,4.7,3.0,,,ChIJf3yv7vZ_hYAR_aRMByThmGA,,
584,Sandy shop,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,512.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.SANDYSHOP.COM.MX,Fijo,-100.31513933,25.67177552,,,,Monterrey,,42.2707,6098.849922,1578,282,4.7,3.0,,,ChIJ9XdQiSi-YoYR_-rqLU86ZFo,,
585,Sensacion,SENBIS SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,Licenciado Benito Juárez,0.0,0.0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31527035,25.66901088,,,,Monterrey,C,42.2707,6098.849922,1578,276,3.7,3.0,,,ChIJ63TMWiWRYoYR0Wr4yP-FDls,,
586,Sensacion,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,752.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8118095344.0,,,Fijo,-100.31369811,25.68219991,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
587,Seriar arte veneta de ropa y accesorios para dama y caballero,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,359.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8116900050.0,,,Fijo,-100.31340169,25.6682707,CENTRO Y PLAZA COMERCIAL,PLAZA MEXICO,359,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
588,Seven,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,442.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183404501.0,,,Fijo,-100.31578987,25.67293145,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
589,Sfera monterrey,OPERADORA SFERA JOVEN MEXICO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,AVENIDA,INSURGENTES,2500.0,,VISTA HERMOSA,64620,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MONTERREYSF4273@ELCORTEINGLES.ES,WWW.SFERA.COM,Fijo,-100.35588018,25.68191654,,,,Monterrey,B,42.2707,6098.849922,1578,33,4.4,96.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 52, 69, 61, 50, 53, 61, 58, 41, 21, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 50, 51, 55, 44, 29, 45, 74, 55, 17, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 39, 59, 65, 55, 42, 47, 64, 60, 32, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 46, 55, 58, 69, 62, 42, 47, 46, 18, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 46, 56, 49, 37, 40, 57, 67, 55, 31, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 66, 79, 71, 69, 87, 100, 82, 45, 17, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 35, 31, 24, 27, 33, 29, 17, 6, 0, 0, 0]}]","[15, 15]",ChIJURYzXQaWYoYRd02_HmCGUMY,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 7, 'Usually not busy', '', '11 AM'], [12, 22, 'Usually not too busy', '', '12 PM'], [13, 35, 'Usually not too busy', '', '1 PM'], [14, 31, 'Usually not too busy', '', '2 PM'], [15, 24, 'Usually not too busy', '', '3 PM'], [16, 27, 'Usually not too busy', '', '4 PM'], [17, 33, 'Usually not too busy', '', '5 PM'], [18, 29, 'Usually not too busy', '', '6 PM'], [19, 17, 'Usually not busy', '', '7 PM'], [20, 6, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 25, 'Usually not too busy', '', '11 AM'], [12, 52, 'Usually a little busy', '', '12 PM'], [13, 69, 'Usually a little busy', '', '1 PM'], [14, 61, 'Usually a little busy', '', '2 PM'], [15, 50, 'Usually a little busy', '', '3 PM'], [16, 53, 'Usually a little busy', '', '4 PM'], [17, 61, 'Usually a little busy', '', '5 PM'], [18, 58, 'Usually a little busy', '', '6 PM'], [19, 41, 'Usually not too busy', '', '7 PM'], [20, 21, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 31, 'Usually not too busy', '', '11 AM'], [12, 50, 'Usually not too busy', '', '12 PM'], [13, 51, 'Usually a little busy', '', '1 PM'], [14, 55, 'Usually a little busy', '', '2 PM'], [15, 44, 'Usually not too busy', '', '3 PM'], [16, 29, 'Usually not too busy', '', '4 PM'], [17, 45, 'Usually not too busy', '', '5 PM'], [18, 74, 'Usually a little busy', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 17, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 19, 'Usually not busy', '', '11 AM'], [12, 39, 'Usually not too busy', '', '12 PM'], [13, 59, 'Usually a little busy', '', '1 PM'], [14, 65, 'Usually a little busy', '', '2 PM'], [15, 55, 'Usually a little busy', '', '3 PM'], [16, 42, 'Usually not too busy', '', '4 PM'], [17, 47, 'Usually not too busy', '', '5 PM'], [18, 64, 'Usually a little busy', '', '6 PM'], [19, 60, 'Usually a little busy', '', '7 PM'], [20, 32, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 21, 'Usually not too busy', '', '11 AM'], [12, 46, 'Usually not too busy', '', '12 PM'], [13, 55, 'Usually a little busy', '', '1 PM'], [14, 58, 'Usually a little busy', '', '2 PM'], [15, 69, 'Usually a little busy', '', '3 PM'], [16, 62, 'Usually a little busy', '', '4 PM'], [17, 42, 'Usually not too busy', '', '5 PM'], [18, 47, 'Usually not too busy', '', '6 PM'], [19, 46, 'Usually not too busy', '', '7 PM'], [20, 18, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 26, 'Usually not too busy', '', '11 AM'], [12, 46, 'Usually not too busy', '', '12 PM'], [13, 56, 'Usually a little busy', '', '1 PM'], [14, 49, 'Usually not too busy', '', '2 PM'], [15, 37, 'Usually not too busy', '', '3 PM'], [16, 40, 'Usually not too busy', '', '4 PM'], [17, 57, 'Usually a little busy', '', '5 PM'], [18, 67, 'Usually a little busy', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 31, 'Usually not too busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 37, 'Usually not too busy', '', '11 AM'], [12, 66, 'Usually a little busy', '', '12 PM'], [13, 79, 'Usually a little busy', '', '1 PM'], [14, 71, 'Usually a little busy', '', '2 PM'], [15, 69, 'Usually a little busy', '', '3 PM'], [16, 87, 'Usually as busy as it gets', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 82, 'Usually as busy as it gets', '', '6 PM'], [19, 45, 'Usually not too busy', '', '7 PM'], [20, 17, 'Usually not busy', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
590,Sikodelia,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,315.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31838841,25.67237399,MERCADO PUBLICO,MERCADO FUNDADORES,D 17  18  16  14,Monterrey,,42.2707,6098.849922,1578,282,4.3,62.0,,,ChIJm6Dquye-YoYRthgGbXHlL4A,,
591,Silverado western wear,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,15 DE MAYO,118.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31551038,25.67200156,,,,Monterrey,C,42.2707,6098.849922,1578,282,4.5,4.0,,,ChIJIybEiSi-YoYRYCo3MmXLPJ8,,
592,Sin nombre,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,76.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,76,Monterrey,,42.2707,6098.849922,1578,282,,,,,ChIJ83G4wze-YoYRo3tAwsYFf-c,,
593,Sinvaro,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,JOSE GARIBALDI,437.0,242.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31704526,25.67283488,CENTRO Y PLAZA COMERCIAL,PLAZA GARIBALDI,242,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
594,Sinvaro,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,15 DE MAYO,220.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8119337769.0,,,Fijo,-100.31684855,25.67213337,,,,Monterrey,C,42.2707,6098.849922,1578,282,4.2,320.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 56, 49, 46, 54, 56, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 74, 73, 69, 67, 59, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 87, 89, 74, 60, 49, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 80, 71, 74, 79, 71, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 72, 76, 75, 82, 88, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 76, 92, 93, 95, 97, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 77, 85, 85, 96, 100, 0, 0, 0, 0, 0, 0, 0]}]","[15, 15]",ChIJMfuXVI__0YURwFGxDGZZd0Y,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 46, 'Usually not too busy', '', '11 AM'], [12, 77, 'Usually a little busy', '', '12 PM'], [13, 85, 'Usually as busy as it gets', '', '1 PM'], [14, 85, 'Usually as busy as it gets', '', '2 PM'], [15, 96, 'Usually as busy as it gets', '', '3 PM'], [16, 100, 'Usually as busy as it gets', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 42, 'Usually not too busy', '', '11 AM'], [12, 56, 'Usually a little busy', '', '12 PM'], [13, 49, 'Usually not too busy', '', '1 PM'], [14, 46, 'Usually not too busy', '', '2 PM'], [15, 54, 'Usually a little busy', '', '3 PM'], [16, 56, 'Usually a little busy', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 58, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 73, 'Usually a little busy', '', '1 PM'], [14, 69, 'Usually a little busy', '', '2 PM'], [15, 67, 'Usually a little busy', '', '3 PM'], [16, 59, 'Usually a little busy', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 65, 'Usually a little busy', '', '11 AM'], [12, 87, 'Usually as busy as it gets', '', '12 PM'], [13, 89, 'Usually as busy as it gets', '', '1 PM'], [14, 74, 'Usually a little busy', '', '2 PM'], [15, 60, 'Usually a little busy', '', '3 PM'], [16, 49, 'Usually not too busy', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 62, 'Usually a little busy', '', '11 AM'], [12, 80, 'Usually as busy as it gets', '', '12 PM'], [13, 71, 'Usually a little busy', '', '1 PM'], [14, 74, 'Usually a little busy', '', '2 PM'], [15, 79, 'Usually a little busy', '', '3 PM'], [16, 71, 'Usually a little busy', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 49, 'Usually not too busy', '', '11 AM'], [12, 72, 'Usually a little busy', '', '12 PM'], [13, 76, 'Usually a little busy', '', '1 PM'], [14, 75, 'Usually a little busy', '', '2 PM'], [15, 82, 'Usually as busy as it gets', '', '3 PM'], [16, 88, 'Usually as busy as it gets', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 0, '', '', '10 AM'], [11, 45, 'Usually not too busy', '', '11 AM'], [12, 76, 'Usually a little busy', '', '12 PM'], [13, 92, 'Usually as busy as it gets', '', '1 PM'], [14, 93, 'Usually as busy as it gets', '', '2 PM'], [15, 95, 'Usually as busy as it gets', '', '3 PM'], [16, 97, 'Usually as busy as it gets', '', '4 PM'], [17, 0, '', '', '5 PM'], [18, 0, '', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
595,Soccer planett,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,767.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183722583.0,,,Fijo,-100.31349726,25.68201555,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
596,Sofia boutique,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,466.0,1.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31583384,25.67253034,PASAJE Y ANDADOR COMERCIAL,SAN JOSE,1,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
597,Sofia boutique,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,COLEGIO CIVIL,0.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31548308,25.67471486,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
