Pecho,Cuello,Cintura,Longitud_delantera,Altura,Peso,Talla,SEXO,Cadera
95.82,36.35,76.19,43.35,167.56,61.72,M,M,98.92
95.45,37.55,75.24,43.21,167.28,61.02,M,M,103.01
95.85,37.39,75.62,43.82,167.76,63.14,M,M,99.59
93.11,36.98,77.38,43.85,167.8,57.73,M,M,100.88
92.58,37.63,73.06,43.09,167.12,57.62,M,M,103.09
95.17,37.2,77,43.27,167.52,58.97,M,M,101.33
92.09,36.41,77.16,43.86,167.98,59.07,M,M,101.53
93.34,36.25,75.4,43,167.99,57.44,M,M,104.71
95.31,36.67,78.98,43.73,167.4,63.55,M,M,103.69
93.23,37.27,74.51,43.2,167.61,57.83,M,M,101.04
93.33,37.12,76.68,43.69,167.89,62.68,M,M,102.01
93.5,36.29,73.35,43.24,167.67,63.94,M,M,104.76
95.12,37.52,76.55,43.16,167.18,60.58,M,M,102.39
93.71,37.95,78.89,43.6,167.89,60.8,M,M,104.82
95.39,37.22,74.6,43.82,167.11,62.31,M,M,98.89
95.99,36.18,74.29,43.82,167.23,59.31,M,M,103.23
96.51,37.67,76.15,43.3,167.7,63.35,M,M,101.22
95.06,36.8,76.59,43.85,167.18,61.17,M,M,99.97
94.11,37.68,76.62,43.57,167.03,57.89,M,M,100.9
96.07,36.85,77.47,43.05,167.77,62.2,M,M,99.98
92.98,37.47,74.01,43.15,167.58,61.45,M,M,102.72
94.18,37.02,77.37,43.74,167.84,58.02,M,M,99.29
95.91,37.02,75.88,43.71,167.96,63.64,M,M,103.78
96.17,36.48,76.18,43.83,167.05,59.59,M,M,102.91
96.07,37.96,78.15,43.54,167.44,59.86,M,M,103.28
94.78,36.91,78.45,43.44,167.95,58.91,M,M,103.45
93.5,37.42,77.78,43.78,167.84,60.45,M,M,99.47
94.19,36.26,76.26,43.59,167.02,58.61,M,M,98.42
95.21,36.25,77.96,43.06,167.24,62.96,M,M,98.82
95.24,37.67,77.66,43.63,167.86,58.96,M,M,100.37
95.37,36.12,74.7,43.7,167.17,57.38,M,M,103.5
93.43,37.26,76.67,43.82,167.75,59.14,M,M,98.18
92.92,36.4,78.47,43.65,167.55,63.17,M,M,101.07
93.5,37.88,73.21,43.04,167.65,58.78,M,M,98.14
93.69,37.11,74.94,43.57,167.82,59.98,M,M,101.5
94.2,37.53,77.13,43.47,167.85,62.68,M,M,101.15
94.56,37.84,73.83,43.25,167.38,60.41,M,M,103.08
95.78,37.59,73.18,43.23,167.08,57.8,M,M,102.64
93,37.41,78.03,43.81,167.09,63.63,M,M,104.05
95.84,36.69,73.5,43.55,167.95,59.25,M,M,99.75
92.04,36.54,73.04,43.38,167.73,57.22,M,M,98.21
95.73,37.98,74.35,43.17,167.68,58.14,M,M,104.35
96.32,37.8,77.73,43.5,167.43,57.54,M,M,98.7
93.69,36.83,77.71,43.9,167.08,61.33,M,M,101.68
95.24,36.09,78.9,43.27,167.01,58.32,M,M,98.01
96.1,36.48,74.29,43.52,167.38,61.63,M,M,99.61
94.24,36.48,77.74,43.35,167.42,58.27,M,M,98.81
95.65,37.37,78.01,43.42,167.39,62.33,M,M,104.17
92.97,36.12,73.81,43.74,167.45,62.01,M,M,104.17
95.04,36.36,74.26,43.24,167.65,61.64,M,M,98.04
94.42,36.21,73.57,43.12,167.11,60.74,M,M,102.99
92.5,37.74,78.44,43.22,167.04,63.55,M,M,102.39
94.78,36.15,73.09,43.06,167.13,62.32,M,M,101.14
96.12,37.13,74.05,43.79,167.86,59.07,M,M,100.26
93.77,37.63,76.77,43.62,167.82,60.02,M,M,98.53
95.88,37.28,74.59,43.18,167.03,57.56,M,M,101.94
93.65,36.01,74.36,43.45,167.68,62.19,M,M,102.44
94.45,36.52,75.25,43.06,167.15,62.9,M,M,103.45
96.23,36.65,77.44,43.28,167.32,62.66,M,M,102.32
94.37,37.07,74.9,43.49,167.02,63.5,M,M,104.24
93.52,37.93,75.49,43.63,167.13,59.54,M,M,101.24
95.74,37.56,74.76,43.28,167.55,60.22,M,M,101.28
92.34,36.03,73.45,43.88,167.28,60.97,M,M,104.66
92.84,37.56,73.29,43.03,167.46,62.54,M,M,99.9
92.61,36.47,78.32,43.09,167.8,59.44,M,M,99.99
93.48,37.7,74.03,43.05,167.14,61.11,M,M,101.24
96.46,36.41,76.44,43.56,167.44,58.6,M,M,103.2
95.38,37.62,76.02,43.48,167.18,58.3,M,M,104.01
92.26,36.16,78.98,43.09,167.18,61.46,M,M,101.38
94.53,36.83,76.41,43,167.46,63.53,M,M,99.25
95.6,36.14,76,43.36,167.62,63.31,M,M,99.55
93.04,36.36,78.85,43.3,167.76,63.17,M,M,101.82
95.64,36.66,75.54,43.62,167.03,57.11,M,M,104.63
93.78,36.36,76.02,43.43,167.13,62.37,M,M,99.38
96.42,36.3,73.52,43,167.37,63.87,M,M,98.77
94.48,37.97,78.46,43.79,167.38,57.23,M,M,99.95
93.54,36.22,73.36,43.69,167.2,62.27,M,M,99.8
92.81,36.04,76.67,43.05,167.56,63.26,M,M,99.69
93,36.69,74.83,43.64,167.61,62.43,M,M,100.93
93.6,36.38,75.59,43.07,167.18,58.2,M,M,103
96.11,36.55,77.37,43.31,167.74,57.53,M,M,100.46
93,37.61,73.92,43.54,167.11,61.72,M,M,103.08
94.77,36.07,77.67,43.58,167.34,62.31,M,M,103.18
94.1,37.86,75.16,43.58,167.96,63.88,M,M,104.55
93.87,36.49,73.2,43.51,167.73,61.15,M,M,103.23
94.1,38,76.06,43.14,167.14,63.39,M,M,101.02
94.65,37.91,73.27,43.92,167.72,58.55,M,M,104.35
95.07,37.47,76.22,43.02,167.59,58.43,M,M,98.44
93.79,37.39,73.18,43.02,167.68,63.96,M,M,104.81
94.93,36.7,76.09,43.65,167.27,58.28,M,M,98.65
93.1,36.76,75.83,43.95,167.2,62.97,M,M,98.74
93.5,37.58,77.45,43.92,167.23,59.1,M,M,100.1
93.5,36.48,74.6,43.83,167.11,61.42,M,M,100.31
94.99,37.83,76.26,43.66,167.76,57.24,M,M,101.79
95.19,36.69,75.51,43.47,167.28,61.92,M,M,103.57
93.29,37.69,78.01,43.68,167.46,59.66,M,M,103.8
96.5,36.69,73.49,43.82,167.06,61.2,M,M,100.06
95.92,36.2,76.94,43.06,167.35,60.51,M,M,103.97
92.77,36.75,78.81,43.03,167.25,59.29,M,M,102.22
96.13,37.53,77.52,43.46,167.01,58.01,M,M,101.62
93.29,36.35,78.26,43.16,168,59.28,M,M,99.35
93.94,37.26,78.64,43.85,167.46,59.67,M,M,101.24
92.56,37.98,77.42,43.99,167.24,60.98,M,M,100.22
93.39,37.69,78.22,43.55,167.2,60.76,M,M,103.91
94.39,36.58,76.48,43.82,167.92,59.87,M,M,101.21
93.87,36.91,75.67,43.82,167.82,60.9,M,M,99.42
93.33,36.7,76.11,43.98,167.47,62.42,M,M,103.79
94.32,37.73,76.29,43.8,167.4,57.8,M,M,99.7
93.71,36.61,76.05,43.94,167.63,59.31,M,M,98.1
96.43,37.02,75.32,43.35,167.53,63.05,M,M,104.92
95.75,37.58,74.59,43.89,167.86,58.01,M,M,104.82
92.71,36.56,75.01,43.21,167.96,57.58,M,M,104.08
95.84,37.51,76.39,43.94,167.89,61.91,M,M,103.27
95.56,36.08,75.41,43.92,167.93,57.72,M,M,102.41
95.58,37.7,76.63,43.5,167.82,57.23,M,M,102.52
94.62,37.87,78.08,43.81,167.88,63.02,M,M,102.64
95.95,36.08,77.04,43.14,167.15,60.34,M,M,99.67
92.06,36.31,75.56,43.54,167.66,59.49,M,M,104.68
94.2,37.32,78.42,43.63,167.67,61.38,M,M,102.26
94.92,36.22,77.85,43.13,167.24,57.83,M,M,98.46
94.45,37.13,76.6,43.9,167.77,57.62,M,M,99.29
92.85,37.26,75.32,43.5,167.59,61.7,M,M,104.2
93.89,37.6,78.91,43.28,167.52,62.71,M,M,98.79
93.47,36.13,73.74,43.38,167.39,58.34,M,M,100.24
96.22,37.63,74.83,43.04,167.68,61.82,M,M,98.05
94.58,36.67,74.42,43.88,167.54,61.9,M,M,100.71
92.33,37.37,74.19,43.09,167.89,60.77,M,M,99.63
94.57,36.16,74.04,43.84,167.76,57.48,M,M,100.82
92.14,38,77.6,43.76,167.06,61.9,M,M,104.38
94.8,36.99,76.65,43.03,167.54,59.76,M,M,102.17
94.09,37.64,76.96,43.07,167.41,61.54,M,M,103.03
93.56,36.67,75.9,43.78,167.37,57.01,M,M,98.92
95.23,37.26,74.42,43.61,167.17,61.9,M,M,100.36
94.01,36.45,74.29,43.92,167.66,62.19,M,M,103.86
92.77,36.14,75.26,43.49,167.62,61.03,M,M,98.02
93,37.94,75.6,43.33,167.73,60.6,M,M,102.11
95.98,36.87,74.38,43.52,167.73,62.1,M,M,98.63
92.58,36.51,76.2,43.37,167.82,63.09,M,M,103.12
96.31,37.99,74.44,43.79,167.56,57.33,M,M,102.82
93.22,36.78,75.49,43.64,167.35,62.49,M,M,100.79
93.65,36.74,73.41,43.01,167.27,58.56,M,M,102.47
94.44,37.71,74.15,43.19,167.19,57.32,M,M,99.08
94.41,37.19,76.6,43.73,167.18,61.16,M,M,101.81
94.92,37.97,78.2,43.95,167.5,62.74,M,M,100.4
95.69,37.03,76.09,43.17,167.96,59.16,M,M,103.27
94.92,36.43,77.35,43.97,167.99,57.44,M,M,100.12
92.77,36.86,78.3,43.49,167.55,59.98,M,M,100.34
93.94,37.11,75.14,43.9,167.38,63.67,M,M,100.51
92.83,36.96,77.96,43.71,167.81,58.25,M,M,99.34
92.24,36.34,77.83,43.37,167.64,60.81,M,M,102.44
93.33,36.35,73.62,43.11,167.92,58.75,M,M,102.26
95.91,37.36,76.75,43.75,167.6,62.23,M,M,98.53
92.93,36.89,73.41,43.19,167.43,61.67,M,M,104.39
96.47,37.51,76.1,43.93,167.22,58.74,M,M,103.86
96.07,37.63,78.24,43.84,167.44,60.26,M,M,98.58
92.51,36.46,74.62,43.06,168,63.59,M,M,98.31
94.74,37.77,77.81,43.42,167.48,61.67,M,M,98.6
93.6,36.92,76.84,43.83,167.12,61.4,M,M,102.26
92.58,36.74,76.21,43.59,167.87,61.14,M,M,100.16
95.26,36.72,77.07,43.96,167.39,61.59,M,M,103.75
94.31,37.84,75.3,43.01,167.44,59.78,M,M,99.81
95.58,37.64,77.76,43.7,167.5,61.9,M,M,104.3
94.88,36.03,76.63,43.64,167.89,57.85,M,M,104.77
96.14,37.23,78.13,43.95,167.54,63.01,M,M,104.65
94.63,37.65,74.7,43.81,167.47,59.74,M,M,98.25
92.27,37.81,77.14,43.26,167.33,58.97,M,M,102.64
93.71,37.81,77.87,43.75,167.95,58.47,M,M,103.5
92.97,37.4,77,43.58,167.88,59.76,M,M,102.07
94.39,36.66,75.08,43.94,167.14,58.78,M,M,99.37
95.74,37.95,77.75,43.49,167.22,63.57,M,M,99.27
93.11,36.42,75.18,43.4,167.22,63.62,M,M,102.98
92.94,36.8,77.21,43.54,167.44,63.07,M,M,101.23
93.95,37.22,76.37,43.81,167.88,61.5,M,M,101.02
93.13,37.7,74.07,43.47,167.88,60.73,M,M,98.55
92.39,36.05,75.41,43.81,167,57.82,M,M,101.88
93.77,37.44,74.24,43.37,167.08,61.52,M,M,102.36
95.6,37.16,73.73,43.47,167.48,62,M,M,103.82
93.51,36.22,74.25,43.68,167.83,59.11,M,M,104.62
95.02,37.29,76.1,43.65,167.84,61.09,M,M,99.43
93.48,36.59,75.51,43.08,167.93,58.52,M,M,100.75
95.9,36.78,75.38,43.77,167.33,62.12,M,M,100.59
95.21,37.53,74.48,43.62,167.87,60.43,M,M,102.46
94.19,36.01,75.98,43.13,167.61,61.82,M,M,104.03
94.1,36.71,75.92,43.46,167.52,60.71,M,M,98.13
94.84,36.18,78.71,43.98,167.62,58.28,M,M,103.8
92.92,36.92,76.64,43.19,167.57,62.14,M,M,98.53
94.37,37.29,78.69,43.19,167.94,58.91,M,M,102.59
95.76,37.48,73.72,43.35,167.64,59.28,M,M,100.73
94.71,36.88,78.66,43.08,167.02,59.16,M,M,100.55
96.31,37.89,73.32,43.46,167.66,59.65,M,M,103.55
95.95,37.87,75.51,43.93,167.88,61.23,M,M,99.72
93.85,36.96,77.23,43.03,167.75,59.84,M,M,99.46
94.99,37.6,78.69,43.43,167.63,63.12,M,M,103.91
93.67,36.74,77.02,43.53,167.81,61.12,M,M,99.34
93.02,37.77,74.25,43.68,167.11,59.9,M,M,102.77
93.35,37.05,75.21,43.89,167.86,59.66,M,M,100.9
96.16,36.06,76.59,43.75,167.42,58.33,M,M,103.59
92.61,36.51,76.53,43.34,167.5,60.49,M,M,99.33
95.81,37.59,75,43.37,167.02,60.73,M,M,103.55
96.23,36.54,75.52,43.83,167.35,63.16,M,M,100.66
94.5,36.69,74.09,43.47,167.86,62.38,M,M,103.97
92.23,36.56,73.98,43.64,167.56,58.55,M,M,100.97
95.57,36.3,77.1,43.42,167.22,60.32,M,M,100.59
94.67,36.12,77.26,43.66,167.19,58.32,M,M,102.23
94.17,36.75,73.57,43.24,167.61,60.32,M,M,102.5
94.93,36.54,78.93,43.18,168,57.14,M,M,98.5
95.06,37.12,78.32,43.06,167.66,60.2,M,M,99.66
92.01,37.63,74.53,43.09,167.7,61.36,M,M,101.37
93.81,36.89,74.83,43.45,167.24,58.79,M,M,98.61
93.44,37.17,78.6,43.38,167.3,61.59,M,M,102.94
95.14,36.58,75.69,43.4,167.34,61.03,M,M,100.83
95.54,36.01,74.13,43.79,167.32,57.49,M,M,101.01
96.06,36.69,77.75,43.48,167.15,61.63,M,M,103.89
94.71,37.04,74.71,43.51,167.38,61.94,M,M,104.22
95.46,37,73.36,43.72,168,62.91,M,M,99.08
92.05,37.22,76.54,43.07,167.01,61.14,M,M,99.85
94.63,37.86,78.65,43.07,167.96,57.57,M,M,100.46
95.98,36.05,77.64,43.57,167.49,61.06,M,M,103.75
92.33,36.22,76.08,43.14,167.73,63.32,M,M,98.78
93.25,37.9,77.11,43.85,167.27,57.24,M,M,98.07
94.89,37.54,73.51,43.74,167.92,60.82,M,M,100.17
94.5,36.92,77.91,43.29,167.31,62.92,M,M,101.89
93.51,37.39,78.35,43.47,167.45,57.32,M,M,104.52
95.34,37.57,78.43,43.32,167.58,60.12,M,M,101.01
94.3,37.04,74.4,43.95,167.15,60.14,M,M,102.89
92.94,37.81,75.72,43.48,167.82,58.2,M,M,102.88
94.37,36.32,78.69,43.37,167.34,62.71,M,M,101.42
95.9,36.78,75.76,43.59,167.8,57.3,M,M,100.66
94.98,37.2,75.69,43.99,167.04,61.61,M,M,100.14
95.67,37.18,74.03,43.07,167.24,62.2,M,M,104.3
95.82,36.46,76.35,43.38,167.43,63.17,M,M,98.19
92.66,36.56,74.98,43.5,167.33,63.22,M,M,100.21
96.18,36.9,77.9,43.63,167.9,57.11,M,M,100.63
94.83,37.79,74.42,43.28,167.16,59.99,M,M,101.65
92.66,36.44,73.49,44,167.41,59.56,M,M,100.45
96.23,36.19,74.29,43.2,167.71,58.97,M,M,101.28
95.96,36.23,74.41,43.83,167.67,60.74,M,M,98.45
96.37,36.28,78.7,43.59,167.24,60.48,M,M,101.55
93.55,36.58,78.8,43.78,167.32,60.34,M,M,101.68
95.18,37.01,77.48,43.52,167.22,63.33,M,M,102.48
96.44,36.48,76.49,43.72,167.68,59.51,M,M,100.54
93.75,37.94,75.65,43.97,167.28,58.97,M,M,100.28
92.68,36.81,76.43,43.88,167.9,62.84,M,M,100.08
94.52,37.03,75.89,43.99,167.01,61.34,M,M,104.69
94.04,36.19,76.62,43.77,168,60.81,M,M,98.13
95.66,37.57,74.66,43.77,167.61,57.44,M,M,104.51
95.41,36.96,75.29,43.4,167.44,57.16,M,M,99.43
94.52,36.98,73.32,43.84,167.55,58.75,M,M,100.57
93.5,36,74.1,43.19,167.91,61.64,M,M,104.98
93.01,37.37,73.4,43.8,167.22,57.59,M,M,101.35
94.39,36.76,76.06,43.74,167.56,62.22,M,M,99.43
94.11,37.25,74.08,43.63,167.43,58.48,M,M,104.53
92.3,37.71,74.79,43.64,167.5,63.9,M,M,104.18
94.57,36.04,75.82,43.51,167.48,60.12,M,M,98.51
96.29,37.13,75.15,43.01,167.95,62.58,M,M,104.03
94.4,36.26,74.96,43.04,167.4,60.73,M,M,98.7
92.54,36.71,74.87,43.15,167.09,59.55,M,M,98.6
92.67,37.81,78.15,43.65,167.31,59.29,M,M,104.61
92.64,36.47,77.42,43.2,167.31,63.7,M,M,103.94
92.04,37.4,74.21,43.8,167.43,58.47,M,M,98.54
93.17,36.49,73.68,43.25,167.63,59.67,M,M,104.98
92.7,36.92,77.78,43.43,167.43,61.06,M,M,101.53
94.27,36.01,78.14,43.51,167.38,58.93,M,M,102.79
94.55,36.22,78.52,43.23,167.29,57.72,M,M,104.52
93.71,36.51,78.07,43.23,167.06,60.16,M,M,101.48
92.79,36.07,76.75,43.12,167.37,60.1,M,M,99.78
92.72,36.36,78.86,43.58,167.25,59.05,M,M,99.07
94.43,36.72,77.83,43.5,167.28,63.88,M,M,100.22
93.71,37.91,75.58,43.18,167.65,59.77,M,M,100.74
92.04,36.09,78.94,43.09,167.88,57.02,M,M,99.68
96.23,37.51,73.61,43.9,167.31,63.14,M,M,104.46
94.19,36.2,76.88,43.86,167.71,58.75,M,M,101.48
94.68,37.99,75.76,43.56,167.39,61.24,M,M,101.57
92.8,36.3,77.95,43.12,167.86,58.49,M,M,103.37
95.18,36.72,73.81,43.78,167.77,62.28,M,M,99.39
95.48,36.49,75.49,43.7,167.27,61.65,M,M,102.53
93.38,37.62,74.95,43.52,167.65,63.86,M,M,101.95
96.36,36.65,73.97,43.63,167.23,60.79,M,M,103.28
93.93,36.74,77.32,43.98,167.2,57.03,M,M,103.75
94.32,37.21,74.82,43.25,167.72,57.14,M,M,102.11
95.17,36.88,76.62,43.95,167.33,61.6,M,M,101.74
94.34,36.34,78.07,43.67,167.18,63.67,M,M,99.47
92.25,37.77,73.54,43.31,167.83,59.11,M,M,101.2
93.67,36.45,73.48,43.28,167.48,63.59,M,M,98.98
96.27,36.81,75.51,43.63,167.32,57.74,M,M,103.34
95.47,36.48,78.44,43.37,167.16,60.74,M,M,100.45
93.81,37.42,73.19,43.24,167.19,60.51,M,M,98.72
93.57,36.94,73.57,43.38,167.27,62.92,M,M,101.59
92.38,37.95,75.98,43.77,167.69,60.65,M,M,98.68
94.87,36.71,74.65,43.39,167.16,61.71,M,M,103.31
96.03,37.55,74.9,43.9,167.26,63.8,M,M,103.12
94.76,36.52,73.16,43.79,167.29,59.8,M,M,103.76
92.87,37.91,78.79,43.99,167.77,62.09,M,M,101.87
95.46,37.24,76.66,43.97,167.05,60.6,M,M,103.68
92.08,37.13,74.71,43.86,167.53,63.31,M,M,104.68
94.99,37.98,74.8,43.13,167.97,57.07,M,M,101.27
93.58,36.68,77.69,43.15,167.94,57.95,M,M,104.23
93.94,36.81,75.67,43.29,167.74,60.82,M,M,100.89
95.08,37.05,74.68,43.32,167.79,57.2,M,M,99.66
94.45,37.28,77.01,43.5,167.96,58.93,M,M,102.92
96.32,36.47,77.33,43.65,167.38,60.6,M,M,104.69
93.65,37.43,75.4,43.92,167.4,60.29,M,M,104
92.47,37.76,74.83,43.11,167.38,58.67,M,M,104.02
95.33,36.4,74.41,43.54,167.83,59.95,M,M,103.12
92.43,36.85,76.06,43.12,167.96,62.81,M,M,98.58
93.09,37.54,73.28,43.69,167.44,59.65,M,M,103.46
94.91,37.43,75.61,43.57,167.93,59.5,M,M,99.83
96.38,36.66,73.05,43.25,167.79,62.83,M,M,99.88
94.67,37.56,78.52,43.6,167.32,62.9,M,M,103.78
95.18,36.49,78.55,43.45,167.2,62.95,M,M,99.54
94.01,37.46,75.19,43.3,167.05,63.74,M,M,99.98
94.54,37.55,73.89,43.61,167.36,60.01,M,M,101.38
93.88,36.05,77.22,43.62,167.69,59.78,M,M,99.84
92.7,36.16,77.35,43.63,167.74,63.27,M,M,100.86
94.07,36.95,76.08,43.9,167.77,58.93,M,M,101.56
92.52,36.77,76.75,43.85,167.08,57.96,M,M,99.63
92.42,37.82,77.79,43.78,167.22,57.8,M,M,103.31
93.84,36.47,77.62,43.1,167.06,59.74,M,M,101.53
95.81,36.04,76.28,43.39,167.09,60.64,M,M,99.42
93.16,36.38,74.32,43.84,167.07,60.65,M,M,98.86
94.29,36.51,75.14,43.26,167.49,58.44,M,M,104.12
96.43,37.1,73.35,43.01,167.52,58.68,M,M,103.61
93.58,37.03,78.74,43.82,167.19,58.14,M,M,102.39
96.25,36.56,73.23,43.2,168,60.16,M,M,98.98
94.44,37.99,75.09,43.31,167.49,59.66,M,M,98.46
95.36,37.12,77.32,43.51,167.48,62.22,M,M,101.17
92.63,37.66,78.29,43.83,167.12,59.61,M,M,102.41
93.81,37.06,78.26,43.14,167.39,60.62,M,M,98.67
93.34,36.1,73.45,43.32,167.69,60.14,M,M,104.44
95.13,37.47,73.1,43.6,167.98,59.35,M,M,98.22
96.38,36.19,74.77,43.7,167.6,57.58,M,M,103.27
95.44,37.66,73.96,43.25,167.15,60.33,M,M,102.53
93.38,36.12,76.97,43.55,167.77,63.23,M,M,99.36
96.1,36.13,77.94,43.26,167.06,59.86,M,M,103.74
93.12,37.66,77.22,43,167.4,60.32,M,M,102.91
92.23,36.57,74.26,43.92,167.03,57.14,M,M,101.51
92.59,37.62,75.26,43.78,167.93,62.61,M,M,100.34
92.37,37.24,73.87,43.69,167.26,61.5,M,M,101.58
93.29,36.76,78.6,43.21,167.83,63.85,M,M,99.13
92.27,36.22,77.43,43.12,167.01,58.69,M,M,101.09
95.36,36.78,78.26,43.32,167.2,57.96,M,M,100.8
93.08,37.09,75.5,43.88,167.87,60.06,M,M,103.4
93.37,37.39,77.12,43.71,167.43,60.01,M,M,104.26
92.45,36.64,73.56,43.27,167.45,61.86,M,M,98.66
96.22,36.34,76.69,43.62,167.06,58.94,M,M,103.75
95.81,37.11,76.55,43.23,167.64,63.18,M,M,99.7
94.15,36.03,77.56,43.39,167.42,58.81,M,M,100.3
96.04,37.78,73,43.55,167.38,57.01,M,M,100.99
92.29,36.07,75.03,43.2,167.07,63.58,M,M,98.28
95.21,36.04,76.26,43.47,167.93,59.06,M,M,101.87
96.24,37.66,76.51,43.64,167.23,61.29,M,M,104.75
94.69,36.31,74.52,43.78,167.83,58.39,M,M,100.73
94.89,37.83,77.97,43.88,167.59,57.36,M,M,100.01
93.84,36.42,77.38,43.46,167.37,63.81,M,M,102.5
95.24,37.58,73.71,43.43,167.35,61.76,M,M,100.66
92.02,36.93,77.34,43.04,167.4,59.16,M,M,103.72
93.94,36.1,78.94,43.66,167.15,58.02,M,M,102.36
96.46,37.57,77.54,43.97,167.44,59.58,M,M,98.86
94.27,36.71,77.06,43.76,167.37,61.94,M,M,103.93
94.1,37.39,74.66,43.94,167.27,62.99,M,M,100.21
92.23,37.9,76.73,43.2,167.43,58.81,M,M,100.56
95.44,36.69,76.67,43,167.31,63.15,M,M,103.61
96.04,36.28,74.72,43.02,167.53,61.65,M,M,101.1
93.78,36.97,74.18,43.75,167.48,61.09,M,M,101.6
95.03,37.17,74.61,43.35,167.16,60.85,M,M,98.17
95.95,37.82,78.78,43.42,167.12,60.6,M,M,100.77
95.29,36.47,73.74,43.54,167.57,63.42,M,M,103.83
94.5,37.13,76.01,43.71,167.88,57.14,M,M,100
93.92,36.73,75.78,43.24,167.74,57.72,M,M,101.78
93.25,36.04,73.8,43.79,167.89,63.02,M,M,100.51
92.37,37.97,77.41,43.5,167.82,58.82,M,M,104.72
94.93,36.79,74.01,43.98,167.84,62.41,M,M,104.05
94.49,37.9,77.16,43.87,167.33,58.47,M,M,100.15
93.53,37.82,77.78,43.91,167.86,58.66,M,M,101.57
94.27,37.02,75.03,43.63,167.74,60.27,M,M,100.01
93.14,36.09,75.63,43.13,167.67,63.9,M,M,100.17
92.55,36.05,78.5,43.06,167.25,59.41,M,M,102.63
93.45,37.49,75.58,43.83,167.18,63,M,M,98.65
96.12,37.68,78.95,43.6,167.75,63.57,M,M,100.32
92.48,37.87,73.01,43.29,167.96,60.18,M,M,101.22
93.59,36.85,74.55,43.43,167.31,60.68,M,M,104.91
94.89,37.23,74.05,43.21,167.69,58.86,M,M,104.32
92.27,36.14,77.4,43.24,167.15,61.94,M,M,101.19
94.51,36.83,73.18,43.25,167.79,58.36,M,M,101.56
96,37.26,74.47,44,167.62,62.11,M,M,104.07
94.88,36.81,75.32,43.58,167.86,62.43,M,M,99.88
94.57,36.23,73.53,43.8,167.65,58.8,M,M,104.93
92.25,37.6,76.54,43.82,167.94,57.29,M,M,98.39
93.53,37.22,75.09,43.41,167.63,59.53,M,M,103.92
95.31,36.51,75.87,43.18,167.51,58.24,M,M,101.94
93.88,37.88,73.01,43.94,167.83,62.93,M,M,104.82
92.44,36.52,73.19,43.4,167.37,58.08,M,M,100.89
92.94,36.54,76.31,43.19,167.3,63.43,M,M,99.46
95.44,36.35,78.2,43.28,167.52,58.26,M,M,104.14
95.87,37.72,76.91,43.1,167.31,58.37,M,M,101.57
93.67,37.86,75.19,43.49,167.06,61.12,M,M,99.04
96.32,37.64,73.41,43.94,167.02,58.58,M,M,100.66
92.7,37.8,75.57,43.15,167.5,62.86,M,M,102.13
94.37,37.49,74.21,43.22,167.65,61.66,M,M,102.07
96.39,37.22,76.24,43.82,167.05,62.95,M,M,101.94
94.17,37.99,73.72,43.38,167.39,60.46,M,M,103.1
93.89,36.92,75.3,43.16,167.13,58.56,M,M,98.91
95.87,37.6,78,43.41,167.57,61.81,M,M,102.53
92.76,36.31,73.26,43.48,167.87,59.4,M,M,101.95
95.65,37.14,76.39,43.46,167.6,63.61,M,M,101.51
93.76,37.66,78.03,43.9,167.76,62.68,M,M,103.77
94.59,36.35,75.98,43.52,167.71,59.22,M,M,99.76
92.26,37.95,76.77,43.9,167.17,57.1,M,M,98.75
95.42,37.87,73.71,43.67,167.4,57.05,M,M,101.87
93.16,36.27,74.7,43.15,167.51,58.52,M,M,101.31
93.01,36.07,74.06,43.29,167.06,62.09,M,M,98.82
93.8,37.15,76.13,43.43,167.16,57.17,M,M,101.23
95.76,36.67,78.69,43.96,167.22,57.96,M,M,104.05
94.93,36.1,78.61,43.05,167.39,61.48,M,M,100.26
95.62,37.92,77.71,43.24,167.84,58.64,M,M,100.31
95.46,38,78.74,43.76,167.53,62.88,M,M,103.57
94.89,36.97,73.36,43.3,167.43,62.2,M,M,98.32
95.17,36.22,74.88,43.6,167.91,58.26,M,M,104.73
94.78,37.55,73.9,43.37,167.44,62.69,M,M,104.34
92.9,37.01,73.68,43.83,167.53,60.34,M,M,101.6
93.39,37.59,78.96,43.55,167.35,58.37,M,M,101.85
93.7,37.76,77.84,43.7,167.34,58.86,M,M,103.98
93.13,36.28,74.83,43.03,167.29,63.6,M,M,98.99
95.55,36.71,75.52,43.95,167.24,59.93,M,M,103.96
95.04,37.59,78.83,43.08,167.49,62.56,M,M,103.76
93.53,37.25,73.07,43.58,167.61,58.9,M,M,101.21
94.21,36.33,73.71,43.96,167.74,63.68,M,M,100.13
93.02,37.32,74.93,43.36,167.22,62.84,M,M,100.41
93.04,36.72,73.44,43.17,167.38,60.27,M,M,98.17
94.45,37.03,73.47,43.51,167.21,62.76,M,M,101.85
93.38,37.8,73.37,43.33,167.84,58.33,M,M,102.72
93.23,36.21,76.96,43.9,167.57,59.66,M,M,101.8
94.82,36.04,74.36,43.74,167.09,63.17,M,M,100.23
95.01,37.61,75.21,43.38,167.9,57.63,M,M,99.3
92.29,36.25,74.09,43.52,167.4,61.5,M,M,100.92
93.69,36.87,78.81,43.97,167.86,63.85,M,M,100.53
94.33,36.39,77.06,43.35,167.16,58.25,M,M,101.23
92.08,37.71,77.33,43.77,167.88,61.94,M,M,102.12
